ID,Colour,Name,Capital,Tax,Production,Manpower,"Total Dev (0 means cant colonize, but can with only 1)",Trade Good,Terrain (see https://eu4.paradoxwikis.com/Province#Terrain for types),Special (is wasteland/uncolonized/sea),Region,Religion,Culture,Fort (Level),Center of Trade Level,Owner,Cores (not including owner),Controller,"Climate (arid, arctic, tropical)","Winter (cold, normal, mild)"
2539,same,Fongoion,Egalnel,5,6,4,15,Honey,,,,Ewafari Temple,Boek,,,,,,,
2540,same,Thronde,Thronim,7,6,5,18,Fruit,,,,Ewafari Temple,Boek,,,,,,,
2541,same,Eweste,Esawit,6,5,5,16,Herbs,,,,Ewafari Temple,Boek,,,,,,,
2542,same,Bokemer,Bokemer,14,13,12,39,Cloth,,,,Ewafari Temple,Boek,1,2,,,,,
2543,same,Elain'dur,Elain'dur,11,12,11,34,Paper,,,,Ewafari Temple,Astaen,1,1,,,,,
2544,same,Chamion,Guwan,5,5,5,15,Spices,,,,Ewafari Temple,Weyk,,,,,,,
2545,same,Root,Root,14,16,9,39,Magic Goods,,,,Ewafari Temple,Weyk,1,1,,,,,
2546,same,Wewe,Adones,5,5,3,13,Gold,,,,Ewafari Temple,Weyk,,,,,,,
2547,same,Tolnmid,Legandil,6,5,4,15,Tea,,,,Ewafari Temple,Weyk,,,,,,,
2548,same,Uwon,Uwon,7,7,7,21,Art,,,,Ewafari Temple,Weyk,,,,,,,
2549,same,Fionada,Woodville,6,5,5,16,Herbs,,,,Ewafari Temple,Falar,,,,,,,
2550,same,Thede,Thewit,5,4,3,12,Fruit,,,,Ewafari Temple,Falar,,,,,,,
2551,same,Erefion,Erefion,9,6,6,21,Paper,,,,Ewafari Temple,Weyk,1,,,,,,
2552,same,Dalbow,Mallst,6,5,8,19,Herbs,,,,Ewafari Temple,Weyk,,,,,,,
2553,same,Ganosede,Gangolsa,7,6,4,17,Tea,,,,Ewafari Temple,Falar,,,,,,,
2554,same,Treegate,Treegate,13,13,12,38,Cloth,,,,Ewafari Temple,Falar,1,2,,,,,
2555,same,Bronch,Foroch,4,5,5,14,Naval Supplies,,,,Ewafari Temple,Falar,,,,,,,
2556,same,Unwil,Meledorn,6,5,4,15,fur,,,,Ewafari Temple,Falar,,,,,,,
2557,same,East Boek,Elwit,5,5,5,15,Fungi,,,,Ewafari Temple,Boek,,,,,,,
2558,same,West Elwen,Londir,2,4,3,9,Fungi,,,,Ewafari Temple,Boek,,,,,,,
2559,same,Chanson,Chanson,6,6,6,18,Instruments,,,,Ewafari Temple,Boek,,,,,,,
2560,same,Chonduin,Essawind,5,4,3,12,Beer,,,,Ewafari Temple,Boek,,,,,,,
2561,same,Lodan,Hoster,3,4,3,10,Fruit,,,,Ewafari Temple,Boek,,,,,,,
2562,same,Falansyr,Falansyr,16,15,15,46,Magic Goods,,,,Ewafari Temple,Falar,1,2,,,,,
2563,same,Omanede,Orchanwit,6,7,6,19,Beer,,,,Ewafari Temple,Falar,,,,,,,
2564,same,Ewesnido,Calnat,5,6,4,15,Wine,,,,Ewafari Temple,Falar,,,,,,,
2565,same,Charm,Charm,9,9,9,27,Art,,,,Ewafari Temple,Riverwood Elf,1,1,,,,,
2566,same,Belb,Belb,7,7,7,21,Wine,,,,Ewafari Temple,Riverwood Elf,,,,,,,
2567,same,Calwin,Redrese,4,3,4,11,Wine,,,,Ewafari Temple,Riverwood Elf,,,,,,,
2568,same,Central Druthe,Udwiss,6,5,4,15,Fruit,,,,Ewafari Temple,Falar,,,,,,,
2569,same,Looseleaf,Looseleaf,7,5,4,16,Instruments,,,,Ewafari Temple,Riverwood Elf,,,,,,,
2570,same,Denwood,Delwin,4,3,3,10,fur,,,,Ewafari Temple,Falar,,,,,,,
2571,same,Loute,Hyacin,3,2,3,8,Herbs,,,,Ewafari Temple,Riverwood Elf,,,,,,,
2572,same,Lilede,Lila,2,2,2,6,Tea,,,,Springmother,Riverwood Elf,,,,,,,
2573,same,Whistle,Whistle,5,5,5,15,Instruments,,,,Springmother,Riverwood Elf,,1,,,,,
2574,same,Reaper's Hedge,Reaper's Hedge,3,2,5,10,Herbs,,,,Springmother,Riverwood Elf,,,,,,,
2575,same,Fluten Shore,Wonten,4,4,2,10,Naval Supplies,,,,Springmother,Riverwood Elf,,,,,,,
2576,same,Dalwe,Anthenum,3,4,4,11,Fruit,,,,Springmother,Riverwood Elf,,,,,,,
2577,same,Even Don,Donalwit,2,1,2,5,Naval Supplies,,Uncolonized,,Woodmother,Boek,,,,,,,
2578,same,Even Wes,Wester,1,2,3,6,Naval Supplies,,Uncolonized,,Woodmother,Boek,,,,,,,
2579,same,Kamez,Konis,2,1,1,4,fur,,Uncolonized,,Nursari Temple,Zeiy,,,,,,,
2580,same,Males,Sarande,2,2,1,5,Naval Supplies,,Uncolonized,,Nursari Temple,Zeiy,,,,,,,
2581,same,Voran,Finimar,3,2,3,8,Naval Supplies,,Uncolonized,,Nursari Temple,Zeiy,,,,,,,
2582,same,Fele Libi,Libum,3,4,4,11,Fruit,,,,Nursari Temple,Zeiy,,,,,,,
2583,same,Vultin,Vultin,6,6,7,19,Cloth,,,,Nursari Temple,Zeiy,1,1,,,,,
2584,same,Esper,Esper,7,8,4,19,Magic Goods,,,,Nursari Temple,Zeiy,,,,,,,
2585,same,North Elvan,Seke,3,4,4,11,Fruit,,,,Nursari Temple,Zeiy,,,,,,,
2586,same,South Elvan,Kelcyr,5,5,4,14,Wine,,,,Nursari Temple,Zeiy,,,,,,,
2587,same,Tepes,Tepemar,6,6,5,17,Fruit,,,,Nursari Temple,Zeiy,,,,,,,
2588,same,Moonfall,Moonfall,12,14,14,40,Paper,,,,Nursari Temple,Nakti,1,1,,,,,
2589,same,Delvesh,Vlosh,4,5,4,13,Wine,,,,Nursari Temple,Nakti,,,,,,,
2590,same,Tieva,Tieva,10,11,8,29,Magic Goods,,,,Nursari Temple,Nakti,1,2,,,,,
2591,same,Roshi,Hilinice,4,5,4,13,Wine,,,,Nursari Temple,Nakti,,,,,,,
2592,same,Telankt,Telankt,9,12,7,28,Magic Goods,,,,Nursari Temple,Shurrean,1,1,,,,,
2593,same,Fele Sili,Selekum,5,4,5,14,Livestock,,,,Nursari Temple,Shurrean,,,,,,,
2594,same,Vorrik,Korcsht,3,4,6,13,Livestock,,,,Nursari Temple,Shurrean,,,,,,,
2595,same,Cevaje,Avore,4,3,2,9,Livestock,,Uncolonized,,Nursari Temple,Shurrean,,,,,,,
2596,same,Rrogonis,Pateke,5,4,4,13,Wine,,,,Nursari Temple,Nakti,,,,,,,
2597,same,Avanakt,Avanakt,13,14,15,42,Magic Goods,,,,Nursari Temple,Shurrean,1,1,,,,,
2598,same,Fierdec,Fierdec,9,9,9,27,Marble,,,,Nursari Temple,Shurrean,1,,,,,,
2599,same,Livorrik,Ura Rogoz,4,5,4,13,Wine,,,,Nursari Temple,Shurrean,,,,,,,
2600,same,Upper Abere,Vajove,3,2,2,7,Livestock,,,,Nursari Temple,Shurrean,,,,,,,
2601,same,Day's End,Day's End,5,6,3,14,Honey,,,,Nursari Temple,Shade Elf,,,,,,,
2602,same,Rrive,Diverrik,4,5,4,13,Stone,,,,Nursari Temple,Shade Elf,,,,,,,
2603,same,Fele Kali,Ura Kava,5,4,4,13,Iron,,,,Nursari Temple,Shade Elf,,,,,,,
2604,same,Prene,Prene,8,9,7,24,Cloth,,,,Nursari Temple,Shade Elf,1,1,,,,,
2605,same,Kravane,Kravane,7,8,7,22,Glass,,,,Nursari Temple,Shade Elf,1,1,,,,,
2606,same,Durris,Durris,10,9,12,31,Paper,,,,Nursari Temple,Shade Elf,1,2,,,,,
2607,same,South Shurres,Ura Tir,2,2,2,6,Livestock,,,,Nursari Temple,Dinari,,,,,,,
2608,same,Morning Hills,Sun's Sanctum,4,3,4,11,copper,,,,Nursari Temple,Shade Elf,,,,,,,
2609,same,Shkoke,Lavashi,5,5,3,13,Obsidian,,,,Nursari Temple,Shade Elf,,,,,,,
2610,same,Libraz,Libraz,8,12,4,24,Magic Goods,,,,Nursari Temple,Dinari,1,,,,,,
2611,same,Nightshade Rise,Elbasazhd,3,3,4,10,Dyes,,,,Nursari Temple,Shade Elf,,,,,,,
2612,same,Mirdas,Nukth,4,5,4,13,Dyes,,,,Nursari Temple,Dinari,,,,,,,
2613,same,Ode,Chain Tower,5,8,5,18,Magic Goods,,,,Nursari Temple,Dinari,1,,,,,,
2614,same,Vire,Vire,10,10,10,30,Magic Goods,,,,Nursari Temple,Dinari,,,,,,,
2615,same,Fele Rini,Ren,4,5,5,14,Dyes,,,,Nursari Temple,Dinari,,,,,,,
2616,same,West Tirol,Kurbakt,5,6,5,16,Dyes,,,,Nursari Temple,Lorcean,,,,,,,
2617,same,Tarankt,Tarankt,6,6,6,18,Dyes,,,,Nursari Temple,Lorcean,,,,,,,
2618,same,Korzhd,Krumvez,4,4,4,12,Livestock,,,,Nursari Temple,Lorcean,,,,,,,
2619,same,Grace,Ura Vosukth,3,3,3,9,Dyes,,,,Nursari Temple,Lorcean,,,,,,,
2620,same,Jedite,Lesfajz,3,3,3,9,Dyes,,,,Nursari Temple,Lorcean,,,,,,,
2621,same,Shkodha,Shkodha,8,11,11,30,Paper,,,,Nursari Temple,Lorcean,1,1,,,,,
2622,same,Dusk,Dusk,12,14,14,40,Dyes,,,,Nursari Temple,Lorcean,1,1,,,,,
2623,same,Rravn,Fushe-Davin,3,3,3,9,Livestock,,,,Nursari Temple,Lorcean,,,,,,,
2624,same,Pogram,Fushe-Tornesh,2,3,2,7,Livestock,,,,Nursari Temple,Lorcean,,,,,,,
2625,same,Fellspar,Fellspar,9,9,13,31,Magic Goods,,,,Nursari Temple,Shkar,1,,,,,,
2626,same,Malier,Kolon,4,4,5,13,Gold,,,,Nursari Temple,Shkar,,,,,,,
2627,same,Fele Repi,Repik,3,4,1,8,Iron,,,,Nursari Temple,Shkar,,,,,,,
2628,same,Shkoji,Shkoji,9,7,8,24,Dyes,,,,Nursari Temple,Shkar,1,1,,,,,
2629,same,Central Shka,Ura Shija,3,3,2,8,Gems,,,,Nursari Temple,Shkar,,,,,,,
2630,same,Rrulze,Krasta,3,3,4,10,Wine,,,,Nursari Temple,Shkar,,,,,,,
2631,same,Ambar,Laulez,2,3,2,7,Dyes,,,,Nursari Temple,Shkar,,,,,,,
2632,same,Shadowspire,Shadowspire,8,13,12,33,Magic Goods,,,,Nursari Temple,Shkar,1,1,,,,,
2633,same,Telanir,Shenspic,4,5,4,13,Livestock,,,,Nursari Temple,Shkar,,,,,,,
2634,same,Furshkan,Cerre,4,3,3,10,Livestock,,,,Nursari Temple,Shkar,,,,,,,
2635,same,Saire,Saire,5,6,5,16,Fish,,,,Birdmother,Falconic,,1,,,,,
2636,same,Kallok and Perils,Kallok,4,4,3,11,Fish,,,,Birdmother,Falconic,,,,,,,
2637,same,Tall Isle,Pernit,3,2,3,8,Whales,,Uncolonized,,Birdmother,Falconic,,,,,,,
2638,same,Kurn and Solk,Buw,2,2,1,5,Fish,,Uncolonized,,Birdmother,Awk,,,,,,,
2639,same,Firn,Fallow's Burn,3,2,3,8,copper,,,,Birdmother,Awk,,,,,,,
2640,same,Shempet,Shempet,7,4,3,14,Fish,,,,Birdmother,Awk,,1,,,,,
2641,same,Wiehen,Wielok,5,4,4,13,Ships,,,,Birdmother,Awk,,,,,,,
2642,same,Furlow,Elorok,3,2,2,7,Fish,,,,Birdmother,Awk,,,,,,,
2643,same,Korn Islets,Hatch,5,5,5,15,Shellfish,,,,Birdmother,Awk,,,,,,,
2644,same,three_moons,Drauth,3,4,2,9,Pearl,,,,Birdmother,Awk,,,,,,,
2645,same,Kampe Island,Ninter,1,3,2,6,Whales,,Uncolonized,,Birdmother,Falconic,,,,,,,
2646,same,Ewl,Irit,2,2,2,6,Whales,,Uncolonized,,Birdmother,Katlic,,,,,,,
2647,same,Upper Winds,Welter,3,3,2,8,Naval Supplies,,Uncolonized,,Birdmother,Katlic,,,,,,,
2648,same,Lower Winds,Aster's Point,2,3,3,8,Naval Supplies,,,,Birdmother,Katlic,,,,,,,
2649,same,Nomar Keys,Koll,4,3,4,11,Shellfish,,Uncolonized,,Birdmother,Katlic,,,,,,,
2650,same,Kawn,Kawn,8,7,7,22,Paper,,,,Birdmother,Katlic,,1,,,,,
2651,same,Remk,Remk,6,8,6,20,Spices,,,,Birdmother,Katlic,,1,,,,,
2652,same,Sorrolok,Sorrolok,5,5,9,19,Fish,,,,Birdmother,Katlic,,,,,,,
2653,same,Fawlok,Fawlok,10,9,9,28,Paper,,,,Birdmother,Awk,,1,,,,,
2654,same,Hagana Coast,Sgade,2,3,2,7,Stone,,Uncolonized,,Lakemother,Kanatagu,,,,,,,
2655,same,Shoonwhe,Shoonwhe,8,9,9,26,Cloth,,,,Lakemother,Kanatagu,,1,,,,,
2656,same,North Kanata,Ohngahe,4,5,5,14,Fish,,,,Lakemother,Kanatagu,,,,,,,
2657,same,Hebewasu,Iheku,4,4,4,12,Wool,,,,Lakemother,Kanatagu,,,,,,,
2658,same,Ahse,Ahse,11,9,11,31,Fish,,,,Lakemother,Kanatagu,,,,,,,
2659,1926,Upper Sgaw,Gaahnu,6,5,7,18,Livestock,,,,Lakemother,Sgawe,,,,,,,
2660,same,Henwa,Haggwa,3,4,4,11,Wool,,Uncolonized,,Lakemother,Kanatagu,,,,,,,
2661,same,Ilama Kanatu,Ilama Kanatu,13,12,12,37,Paper,,,,Lakemother,Kanatagu,1,2,,,,,
2662,same,Shotate,Hatota,2,2,1,5,Wool,,Uncolonized,,Lakemother,Ononda,,,,,,,
2663,same,Gadah,Gadah,9,9,9,27,Cloth,,,,Lakemother,Ononda,1,1,,,,,
2664,same,Sadekonn,Sadekonn,6,7,8,21,Grain,,,,Lakemother,Ononda,,,,,,,
2665,same,Ononaha,Knihgo,3,3,3,9,Grain,,Uncolonized,,Horsemother,Ononda,,,,,,,
2666,same,Central Sgaw,Onodawe,5,6,5,16,Fish,,,,Lakemother,Sgawe,,,,,,,
2667,same,Ilama Sgaru,Ilama Sgaru,9,6,8,23,Cloth,,,,Lakemother,Sgawe,,,,,,,
2668,same,Wehon,Wehon,11,9,13,33,Cloth,,,,Lakemother,Sgawe,1,1,,,,,
2669,same,Wega,Nondawega,4,6,5,15,Grain,,,,Lakemother,Sgawe,,,,,,,
2670,same,Tehono,Ewekhon,4,5,5,14,Grain,,,,Lakemother,Sgawe,,,,,,,
2671,same,Mahasenwe,Ilama Mahwi,4,5,4,13,Livestock,,,,Lakemother,Kanatagu,,,,,,,
2672,same,Gnoih,Gnoih,7,8,7,22,Honey,,,,Lakemother,Ononda,,,,,,,
2673,same,Inogedeh,Wenhasge,4,4,3,11,Gold,,,,Lakemother,Sgawe,,,,,,,
2674,same,Niedeh,Niedeh,11,9,9,29,Glass,,,,Lakemother,Ononda,,1,,,,,
2675,same,Chaleske,Chaleske,12,13,13,38,Paper,,,,Lakemother,Ononda,1,2,,,,,
2676,same,Lower Onondawe,Agawehda,4,4,4,12,Wool,,,,Lakemother,Ononda,,,,,,,
2677,same,Denohwdh,Waodeha,5,4,4,13,Livestock,,,,Lakemother,Ononda,,,,,,,
2678,same,Windhills,Hagidena,3,3,2,8,Wool,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2679,same,North Dageh,Haojiwoksa,2,2,2,6,Grain,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2680,same,Eweh,Onondaweta,3,2,3,8,Horses,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2681,same,Dushanagwe,Gwewe,4,3,2,9,Grain,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2682,same,Nowata,Nowata,5,4,5,14,Horses,,Uncolonized,,Horsemother,Anandogaweni,,1,,,,,
2683,same,South Dageh,Ilame Asdageh,3,3,2,8,Grain,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2684,same,Kepananga,Aknisawa,4,2,2,8,Grain,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2685,same,Anandogowe,Anandogowe,4,4,7,15,Horses,,,,Horsemother,Anandogaweni,,1,,,,,
2686,same,Shotwe,Hanseoe,2,2,2,6,Horses,,Uncolonized,,Horsemother,Anandogaweni,,,,,,,
2687,same,Asheda,Asheda,8,8,8,24,Fish,,,,Sun Cult,Ashlandic,1,,,,,,
2688,same,Gwageh,Gwageh,9,9,11,29,Ships,,,,Sun Cult,Ashlandic,1,1,,,,,
2689,same,Iwenwi,Iwenwi,13,11,8,32,Cloth,,,,Sun Cult,Ashlandic,1,2,,,,,
2690,same,Deyodoke,Ilame Deyodoke,5,6,6,17,Fish,,,,Sun Cult,Ashlandic,,,,,,,
2691,same,Ogeno,Ogeno,7,7,7,21,Cloth,,,,Sun Cult,Tene,,1,,,,,
2692,same,Dabani,Dabani,7,6,7,20,Grain,,,,Sun Cult,Tene,,,,,,,
2693,same,Matene,Matene ,12,12,12,36,Magic Goods,,,,Sun Cult,Tene,1,1,,,,,
2694,same,Weheni,Dweamen,2,2,3,7,Livestock,,Uncolonized,,Lakemother,Sgawe,,,,,,,
2695,same,Doweme,Waomono,2,1,3,6,Livestock,,Uncolonized,,Lakemother,Ononda,,,,,,,
2696,same,Agege,Agege,5,3,4,12,Honey,,Uncolonized,,Lakemother,Ashlandic,,,,,,,
2697,same,Shahatsi,Oniwagwi,2,1,1,4,Livestock,,Uncolonized,,Lakemother,Tene,,,,,,,
2698,same,Burnt Hollow,Kamene,1,1,1,3,Fireiron,,Uncolonized,,Lakemother,Ashlandic,,,,,,,
2699,same,Degan Coast,Dwatona,4,4,4,12,Fish,,,,Sun Cult,Degani,,,,,,,
2700,same,Magohes,Magohes,9,11,7,27,Ships,,,,Sun Cult,Degani,,1,,,,,
2701,same,Ilame Dega,Ilame Dega,12,11,8,31,Shellfish,,,,Sun Cult,Degani,1,,,,,,
2702,same,Askawi,Ntsiipik,3,5,6,14,Iron,,,,Sun Cult,Degani,,,,,,,
2703,same,Anatsi,Anatsi,15,14,13,42,Magic Goods,,,,Sun Cult,Degani,1,2,,,,,
2704,same,Kopi,Kopi,8,7,8,23,Fish,,,,Lakemother,Laketrader,1,,,,,,
2705,same,Aaksi,Aaksi,11,12,12,35,Ships,,,,Lakemother,Laketrader,1,1,,,,,
2706,same,Moton,Moton,14,14,11,39,Silk,,,,Lakemother,Laketrader,1,2,,,,,
2707,same,Haan,Haan,17,11,18,46,Cloth,,,,Lakemother,Laketrader,1,3,,,,,
2708,same,Kokpi,Kokpi,13,13,15,41,Ships,,,,Lakemother,Laketrader,1,2,,,,,
2709,same,Neheta,Iwasopii,3,2,2,7,Naval Supplies,,,,Lakemother,Tene,,,,,,,
2710,same,Owei-Sado,Nowanita,2,2,2,6,Naval Supplies,,Uncolonized,,Lakemother,Sadeonqua,,,,,,,
2711,same,Central Outerlands,Amoka,2,2,2,6,Naval Supplies,,Uncolonized,,Lakemother,Sadeonqua,,,,,,,
2712,same,Mapo,Mapo,7,6,6,19,Herbs,,,,Lakemother,Sadeonqua,,,,,,,
2713,same,North Tene,Pinaayi,5,4,5,14,Naval Supplies,,,,Lakemother,Tene,,,,,,,
2714,same,South Tene,Ahksim,5,4,6,15,Tea,,,,Lakemother,Tene,,,,,,,
2715,same,Wolf's Tail,Aamosiin,5,5,4,14,fur,,,,Lakemother,Sadeonqua,,,,,,,
2716,same,Tenida,Awaani,6,7,5,18,Fish,,,,Lakemother,Sadeonqua,,,,,,,
2717,same,Tsia-Sado,Tsianpitsi,6,7,5,18,Fruit,,,,Lakemother,Sadeonqua,,,,,,,
2718,same,Sinakliit,Sinakliit,9,9,9,27,Cloth,,,,Lakemother,Sadeonqua,1,1,,,,,
2719,same,Ewaduwh,Amoswa,4,3,3,10,Naval Supplies,,,,Lakemother,Kako,,,,,,,
2720,same,Hasene,Panaa,5,4,6,15,Herbs,,,,Lakemother,Kako,,,,,,,
2721,same,Takak,Takak,8,8,11,27,Art,,,,Lakemother,Kako,,,,,,,
2722,same,Kiwa,Kiwa,12,11,8,31,Cloth,,,,Lakemother,Kako,1,1,,,,,
2723,same,Apio-Sado,Onapioy,6,7,8,21,Fish,,,,Lakemother,Sadeonqua,,,,,,,
2724,same,Htawa,Htawa,11,11,11,33,Cloth,,,,Lakemother,Atobanaki,1,2,,,,,
2725,same,Inata-Sado,Pakinata,6,5,7,18,Fungi,,,,Lakemother,Sadeonqua,,,,,,,
2726,same,Woken Earth,Waaki,2,5,2,9,Fungi,,,,Lakemother,Peswan,,,,,,,
2727,same,Kisona,Kilakimatsino,5,4,5,14,Fruit,,,,Lakemother,Kako,,,,,,,
2728,same,Iksoko,Iksoko,10,12,10,32,Glass,,,,Lakemother,Kako,1,1,,,,,
2729,same,Delake,Pita,4,5,4,13,Naval Supplies,,,,Lakemother,Peswan,,,,,,,
2730,same,Taka-Sado,Takasi,3,3,4,10,Naval Supplies,,,,Lakemother,Tsiani,,,,,,,
2731,same,Nitsino,Nitsino,12,13,13,38,Art,,,,Lakemother,Tsiani,1,1,,,,,
2732,same,Pesnam,Aplii,2,3,3,8,fur,,Uncolonized,,Lakemother,Peswan,,,,,,,
2733,same,Taweno,Taweno,7,6,7,20,Instruments,,,,Lakemother,Tsiani,1,,,,,,
2734,same,Wetwondi,Kitta,4,3,5,12,Fungi,,,,Lakemother,Tsiani,,,,,,,
2735,same,Nowistisi,Nowistisi,9,6,9,24,Cloth,,,,Lakemother,Tsiani,,,,,,,
2736,same,Pewo-Sado,Papewe,3,3,3,9,Naval Supplies,,Uncolonized,,Lakemother,Peswan,,,,,,,
2737,same,West Peswatow,Pekawacto,2,2,3,7,Grain,,Uncolonized,,Horsemother,Peswan,,,,,,,
2738,same,East Peswatow,Okakawa,1,2,2,5,Horses,,Uncolonized,,Horsemother,Peswan,,,,,,,
2739,same,Katonwe,Nemasktowaw,3,2,2,7,Grain,,Uncolonized,,Horsemother,Peswan,,,,,,,
2740,same,Peyakene,Peyakene,11,15,3,29,Springwater,,,,Lakemother,Atobanaki,,,,,,,
2741,same,Hespha,Washipowa,2,2,2,6,Livestock,,Uncolonized,,Horsemother,Sipichaw,,,,,,,
2742,same,Detihs,Mistawotew,3,2,3,8,Livestock,,Uncolonized,,Horsemother,Sipichaw,,,,,,,
2743,same,Sipih,Sipih,6,5,8,19,Horses,,,,Horsemother,Sipichaw,,1,,,,,
2744,same,West Chewa,Makpiwikoop,2,2,1,5,Grain,,Uncolonized,,Horsemother,Sipichaw,,,,,,,
2745,same,East Chewa,Chemaneet,1,1,1,3,Livestock,,Uncolonized,,Horsemother,Sipichaw,,,,,,,
2746,same,Stahyin,Stahyin,2,5,5,12,Iron,,Uncolonized,,Horsemother,Stahy,,,,,,,
2747,same,Onodanewa,Waswanini,2,2,3,7,Fungi,,Uncolonized,,Lakemother,Stahy,,,,,,,
2748,same,Nemaeyou,Nemaeyou,10,9,9,28,Cloth,,,,Lakemother,Wangouwean,1,1,,,,,
2749,same,Pane,Istchewhap,2,3,4,9,Naval Supplies,,Uncolonized,,Lakemother,Stahy,,,,,,,
2750,same,Indijwe,Chisaindji,3,2,3,8,Livestock,,Uncolonized,,Horsemother,Stahy,,,,,,,
2751,same,Anipi,Anipi,11,9,8,28,Paper,,,,Lakemother,Atobanaki,,,,,,,
2752,same,Kaganishwa,Kaganishwa,17,14,14,45,Fish,,,,Lakemother,Atobanaki,1,2,,,,,
2753,same,Nemesemeh,Maskiwin,5,5,6,16,Honey,,,,Lakemother,Atobanaki,,,,,,,
2754,same,Wetasgoost,Wetasgoost,12,12,12,36,Magic Goods,,,,Lakemother,Atobanaki,1,1,,,,,
2755,same,Wanipi,Wanipi,13,11,14,38,Instruments,,,,Lakemother,Wangouwean,1,1,,,,,
2756,same,Shanti,Nemiapik,5,4,4,13,Beer,,,,Lakemother,Wangouwean,,,,,,,
2757,same,Kelwakunenw,Kege,3,3,4,10,Livestock,,,,Lakemother,Stahy,,,,,,,
2758,same,Aksew,Aksew,8,8,8,24,Art,,,,Lakemother,Wangouwean,,,,,,,
2759,same,Upper Ochaniki,Kamiwek,5,4,4,13,Livestock,,,,Lakemother,Ocha,,,,,,,
2760,same,Hewakichi,Hewakichi,7,7,7,21,Cloth,,,,Lakemother,Ocha,1,1,,,,,
2761,same,Ochakik,Ochakik,8,8,11,27,Cloth,,,,Lakemother,Ocha,1,1,,,,,
2762,same,Springside,Mege,4,5,3,12,Silk,,,,Lakemother,Riverman,,,,,,,
2763,same,Ochane,Ochane,12,14,11,37,Silk,,,,Lakemother,Riverman,1,1,,,,,
2764,same,Kenawest,Otwachemah,3,4,2,9,blue_copper,,Uncolonized,,Lakemother,Ocha,,,,,,,
2765,same,Weyo,Ahtakawa,8,6,5,19,Silk,,,,Lakemother,Riverman,,,,,,,
2766,same,Shinpah,Paskashihk,6,7,7,20,Silk,,,,Lakemother,Riverman,,,,,,,
2767,same,Many Rivers,Tanipaw,7,7,5,19,Silk,,,,Lakemother,Riverman,,,,,,,
2768,same,Anaho,Anaho,9,8,9,26,Cloth,,,,Lakemother,Riverman,,1,,,,,
2769,same,Emagwewe,Taskewiyk,7,8,7,22,Dyes,,,,Lakemother,Riverman,,,,,,,
2770,same,Shoulder,Kinosawewin,3,3,3,9,Grain,,Uncolonized,,Lakemother,Riverman,,,,,,,
2771,same,Dawnhill,Dawnhill,1,1,1,3,Gold,,Uncolonized,,Cult of the Sea,Styric,,,,,,,
2772,same,Kampen,Sester,1,1,1,3,Fish,,Uncolonized,,Cult of the Sea,Styric,,,,,,,
2773,same,Belter,Follow,1,1,1,3,Whales,,Uncolonized,,Cult of the Sea,Styric,,,,,,,
2774,same,Headen,Rockshore,1,2,1,4,Stone,,Uncolonized,,Cult of the Sea,Styric,,,,,,,
2775,same,Shelterpoint,Shelter,3,3,5,11,Fish,,,,Cult of the Sea,Styric,,,,,,,
2776,same,Haddock,Haddock,6,5,5,16,Slaves,,,,Cult of the Sea,Styric,,,,,,,
2777,same,Bainth,Bainth,5,7,5,17,Ships,,,,Cult of the Sea,Styric,,1,,,,,
2778,same,Keel,Keel,6,6,6,18,Naval Supplies,,,,Cult of the Sea,Styric,,,,,,,
2779,same,Cove,Cove,8,7,9,24,Ships,,,,Cult of the Sea,Styric,1,1,,,,,
2780,same,Shanty Port,Shanty Port,8,6,6,20,Beer,,,,Cult of the Sea,Styric,,,,,,,
2781,same,Upper Whale Isles,Half Flag,4,4,4,12,Naval Supplies,,,,Cult of the Sea,Styric,,,,,,,
2782,same,Elim Avarice,Ocas,2,3,2,7,Fish,,Uncolonized,,Old Doxian,Pellic,,,,,,,
2783,same,Lower Whale Isles,Downbeach,4,3,3,10,Whales,,,,Cult of the Sea,Styric,,,,,,,
2784,same,Seagull Tower,Seagull Tower,4,4,7,15,Whales,,,,Cult of the Sea,Black Islander,1,,,,,,
2785,same,Highgull,Toughton,2,2,2,6,Fish,,Uncolonized,,Cult of the Sea,Black Islander,,,,,,,
2786,same,Caldera,Crow's Nest,4,4,3,11,Shellfish,,,,Cult of the Sea,Black Islander,,,,,,,
2787,same,East Maroon Isle,Scall,5,5,6,16,Jade,,,,Blood Cult,Black Islander,,1,,,,,
2788,same,West Maroon Isle,Mutant's Harbour,4,4,6,14,Slaves,,,,Blood Cult,Black Islander,,,,,,,
2789,same,Odd Island,Helldocks,1,1,4,6,Fish,,Uncolonized,,Blood Cult,Black Islander,,,,,,,
2790,same,Kraz,Kraz,6,6,5,17,Slaves,,,,Blood Cult,Yoshi,,,,,,,
2791,same,Vauckland,Vauck's Watch,4,4,6,14,Iron,,,,Blood Cult,Yoshi,,,,,,,
2792,same,Middle Break,Little Port,5,5,5,15,Ships,,,,Blood Cult,Yoshi,,,,,,,
2793,same,Yosh,Yosh,10,9,13,32,Slaves,,,,Blood Cult,Yoshi,1,1,,,,,
